count,date,timeInterval,movement,lane,approach,movementType,dayOfTheWeek,class
2,"2024-05-03","02:50 PM - 02:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","articulated_truck"
12,"2024-05-03","02:50 PM - 02:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","02:50 PM - 02:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","single_unit_truck"
13,"2024-05-03","02:55 PM - 02:59 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
23,"2024-05-03","02:55 PM - 02:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","02:55 PM - 02:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
5,"2024-05-03","02:55 PM - 02:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
11,"2024-05-03","03:00 PM - 03:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:00 PM - 03:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","bus"
16,"2024-05-03","03:00 PM - 03:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:00 PM - 03:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
16,"2024-05-03","03:00 PM - 03:04 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
9,"2024-05-03","03:05 PM - 03:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
15,"2024-05-03","03:05 PM - 03:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
20,"2024-05-03","03:05 PM - 03:09 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
18,"2024-05-03","03:10 PM - 03:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
19,"2024-05-03","03:10 PM - 03:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
13,"2024-05-03","03:10 PM - 03:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
23,"2024-05-03","03:15 PM - 03:19 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
31,"2024-05-03","03:15 PM - 03:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
6,"2024-05-03","03:15 PM - 03:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
37,"2024-05-03","03:15 PM - 03:19 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
25,"2024-05-03","03:20 PM - 03:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","03:20 PM - 03:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
23,"2024-05-03","03:20 PM - 03:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:20 PM - 03:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
26,"2024-05-03","03:20 PM - 03:24 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
20,"2024-05-03","03:25 PM - 03:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:25 PM - 03:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
32,"2024-05-03","03:25 PM - 03:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:25 PM - 03:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
43,"2024-05-03","03:25 PM - 03:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
34,"2024-05-03","03:30 PM - 03:34 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
27,"2024-05-03","03:30 PM - 03:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","03:30 PM - 03:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
20,"2024-05-03","03:30 PM - 03:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
18,"2024-05-03","03:35 PM - 03:39 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
28,"2024-05-03","03:35 PM - 03:39 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
32,"2024-05-03","03:35 PM - 03:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
22,"2024-05-03","03:40 PM - 03:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:40 PM - 03:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
20,"2024-05-03","03:40 PM - 03:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:40 PM - 03:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","bus"
29,"2024-05-03","03:40 PM - 03:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
25,"2024-05-03","03:45 PM - 03:49 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
26,"2024-05-03","03:45 PM - 03:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","03:45 PM - 03:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
1,"2024-05-03","03:45 PM - 03:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","bus"
30,"2024-05-03","03:45 PM - 03:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:45 PM - 03:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","single_unit_truck"
20,"2024-05-03","03:50 PM - 03:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
21,"2024-05-03","03:50 PM - 03:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:50 PM - 03:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
20,"2024-05-03","03:50 PM - 03:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
18,"2024-05-03","03:55 PM - 03:59 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
24,"2024-05-03","03:55 PM - 03:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:55 PM - 03:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
24,"2024-05-03","03:55 PM - 03:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","03:55 PM - 03:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","single_unit_truck"
16,"2024-05-03","04:00 PM - 04:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
24,"2024-05-03","04:00 PM - 04:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","04:00 PM - 04:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
19,"2024-05-03","04:00 PM - 04:04 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
26,"2024-05-03","04:05 PM - 04:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
18,"2024-05-03","04:05 PM - 04:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
32,"2024-05-03","04:05 PM - 04:09 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
23,"2024-05-03","04:10 PM - 04:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
29,"2024-05-03","04:10 PM - 04:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
23,"2024-05-03","04:10 PM - 04:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
25,"2024-05-03","04:15 PM - 04:19 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
19,"2024-05-03","04:15 PM - 04:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
19,"2024-05-03","04:15 PM - 04:19 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
20,"2024-05-03","04:20 PM - 04:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
13,"2024-05-03","04:20 PM - 04:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
29,"2024-05-03","04:20 PM - 04:24 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
19,"2024-05-03","04:25 PM - 04:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","04:25 PM - 04:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
23,"2024-05-03","04:25 PM - 04:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
28,"2024-05-03","04:30 PM - 04:34 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","04:30 PM - 04:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","04:30 PM - 04:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","bus"
29,"2024-05-03","04:30 PM - 04:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
21,"2024-05-03","04:35 PM - 04:39 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","04:35 PM - 04:39 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
30,"2024-05-03","04:35 PM - 04:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
23,"2024-05-03","04:40 PM - 04:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","04:40 PM - 04:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
32,"2024-05-03","04:40 PM - 04:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","04:40 PM - 04:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","single_unit_truck"
17,"2024-05-03","04:45 PM - 04:49 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","04:45 PM - 04:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
20,"2024-05-03","04:45 PM - 04:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
25,"2024-05-03","04:50 PM - 04:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
9,"2024-05-03","04:50 PM - 04:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
42,"2024-05-03","04:50 PM - 04:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
21,"2024-05-03","04:55 PM - 04:59 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","04:55 PM - 04:59 PM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
18,"2024-05-03","04:55 PM - 04:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
36,"2024-05-03","04:55 PM - 04:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
23,"2024-05-03","05:00 PM - 05:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
16,"2024-05-03","05:00 PM - 05:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
33,"2024-05-03","05:00 PM - 05:04 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
23,"2024-05-03","05:05 PM - 05:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","05:05 PM - 05:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","single_unit_truck"
16,"2024-05-03","05:05 PM - 05:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
29,"2024-05-03","05:05 PM - 05:09 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
15,"2024-05-03","05:10 PM - 05:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
11,"2024-05-03","05:10 PM - 05:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
21,"2024-05-03","05:10 PM - 05:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
20,"2024-05-03","05:15 PM - 05:19 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
14,"2024-05-03","05:15 PM - 05:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","05:15 PM - 05:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
32,"2024-05-03","05:15 PM - 05:19 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
16,"2024-05-03","05:20 PM - 05:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","05:20 PM - 05:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
26,"2024-05-03","05:20 PM - 05:24 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
7,"2024-05-03","05:25 PM - 05:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","05:25 PM - 05:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
23,"2024-05-03","05:25 PM - 05:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
9,"2024-05-03","05:30 PM - 05:34 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","05:30 PM - 05:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","05:30 PM - 05:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
22,"2024-05-03","05:30 PM - 05:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
10,"2024-05-03","05:35 PM - 05:39 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","05:35 PM - 05:39 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
24,"2024-05-03","05:35 PM - 05:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
19,"2024-05-03","05:40 PM - 05:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","05:40 PM - 05:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","05:40 PM - 05:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
3,"2024-05-03","05:45 PM - 05:49 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","05:45 PM - 05:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","05:45 PM - 05:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","05:50 PM - 05:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
4,"2024-05-03","05:50 PM - 05:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","05:55 PM - 05:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","06:00 PM - 06:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-31","06:10 PM - 06:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","06:20 PM - 06:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","07:00 PM - 07:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","07:00 PM - 07:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","07:05 PM - 07:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
13,"2024-05-03","07:05 PM - 07:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","07:05 PM - 07:09 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
4,"2024-05-03","07:10 PM - 07:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","07:10 PM - 07:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","07:10 PM - 07:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","07:15 PM - 07:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","07:20 PM - 07:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","07:20 PM - 07:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
6,"2024-05-03","07:25 PM - 07:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
9,"2024-05-03","07:25 PM - 07:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","07:25 PM - 07:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
10,"2024-05-03","07:30 PM - 07:34 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
17,"2024-05-03","07:30 PM - 07:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","07:30 PM - 07:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
9,"2024-05-03","07:30 PM - 07:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
11,"2024-05-03","07:35 PM - 07:39 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
11,"2024-05-03","07:35 PM - 07:39 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
7,"2024-05-03","07:35 PM - 07:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
9,"2024-05-03","07:40 PM - 07:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
9,"2024-05-03","07:40 PM - 07:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
18,"2024-05-03","07:40 PM - 07:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
10,"2024-05-03","07:45 PM - 07:49 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
16,"2024-05-03","07:45 PM - 07:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","07:45 PM - 07:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
7,"2024-05-03","07:50 PM - 07:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
20,"2024-05-03","07:50 PM - 07:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","07:50 PM - 07:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","single_unit_truck"
12,"2024-05-03","07:50 PM - 07:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
8,"2024-05-03","07:55 PM - 07:59 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
22,"2024-05-03","07:55 PM - 07:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","07:55 PM - 07:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
4,"2024-05-03","08:00 PM - 08:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
24,"2024-05-03","08:00 PM - 08:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","08:00 PM - 08:04 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
6,"2024-05-03","08:05 PM - 08:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
22,"2024-05-03","08:05 PM - 08:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
16,"2024-05-03","08:05 PM - 08:09 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
7,"2024-05-03","08:10 PM - 08:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
21,"2024-05-03","08:10 PM - 08:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
11,"2024-05-03","08:10 PM - 08:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
3,"2024-05-03","08:15 PM - 08:19 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","08:15 PM - 08:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","08:15 PM - 08:19 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","08:20 PM - 08:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","08:20 PM - 08:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","08:20 PM - 08:24 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","08:25 PM - 08:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
12,"2024-05-03","08:25 PM - 08:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
10,"2024-05-03","08:25 PM - 08:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
7,"2024-05-03","08:30 PM - 08:34 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","08:30 PM - 08:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
6,"2024-05-03","08:30 PM - 08:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","08:35 PM - 08:39 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
14,"2024-05-03","08:35 PM - 08:39 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
13,"2024-05-03","08:35 PM - 08:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","08:40 PM - 08:44 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
8,"2024-05-03","08:40 PM - 08:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
4,"2024-05-03","08:40 PM - 08:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
4,"2024-05-03","08:45 PM - 08:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
6,"2024-05-03","08:45 PM - 08:49 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","08:50 PM - 08:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","08:50 PM - 08:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","08:50 PM - 08:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
3,"2024-05-03","08:55 PM - 08:59 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:00 PM - 09:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
4,"2024-05-03","09:00 PM - 09:04 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:00 PM - 09:04 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","09:05 PM - 09:09 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","09:05 PM - 09:09 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:10 PM - 09:14 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
4,"2024-05-03","09:10 PM - 09:14 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:10 PM - 09:14 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
4,"2024-05-03","09:15 PM - 09:19 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","09:15 PM - 09:19 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","09:15 PM - 09:19 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:20 PM - 09:24 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
4,"2024-05-03","09:20 PM - 09:24 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:20 PM - 09:24 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:25 PM - 09:29 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
6,"2024-05-03","09:25 PM - 09:29 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
5,"2024-05-03","09:25 PM - 09:29 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:30 PM - 09:34 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
1,"2024-05-03","09:30 PM - 09:34 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
3,"2024-05-03","09:35 PM - 09:39 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
7,"2024-05-03","09:40 PM - 09:44 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","09:40 PM - 09:44 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","09:45 PM - 09:49 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","09:50 PM - 09:54 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
7,"2024-05-03","09:50 PM - 09:54 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
3,"2024-05-03","09:50 PM - 09:54 PM","Lane 1 - SB, TH","1","SB","TH","Friday","passenger_vehicle"
2,"2024-05-03","09:55 PM - 09:59 PM","Lane 2 - NB, TH","2","NB","TH","Friday","passenger_vehicle"
2,"2024-05-03","10:00 PM - 10:04 PM","Lane 1 - NB, TH","1","NB","TH","Friday","passenger_vehicle"
