BLOCK_GROUP,SecondaryResidence_Rate,PrimaryResidence_Rate,PersonsPerUnit,HighIncome_Rate,MediumIncome_Rate,LowIncome_Rate
0606102010432020,0.7264402847590238,0.2509727626459144,2.152877748386215,0.11627906976744186,0.3488372093023256,0.5348837209302325
0606102010512020,0.6447874321472951,0.22332233223322331,1.8990006554161423,0.5221674876847291,0.31527093596059114,0.1625615763546798
0606102010522020,0.6753609596936482,0.33175355450236965,2.6707870180451625,0.5261904761904762,0.18333333333333332,0.2904761904761905
0606102010612020,0.6427664526191376,0.28761651131824234,2.355979422762273,0.3194444444444444,0.4212962962962963,0.25925925925925924
0606102010622020,0.6377028222816977,0.3050259965337955,2.2950489204494553,0.21875,0.30113636363636365,0.48011363636363635
0606102010712020,0.5282121843508799,0.5596620908130939,2.5083056785443163,0.2811320754716981,0.09433962264150944,0.6245283018867924
0606102010722020,0.5570282658517952,0.6007259528130672,2.5793912645759365,0.1691842900302115,0.20241691842900303,0.6283987915407855
0606102010732020,0.7665071770334929,0.5491803278688525,2.366134506481076,0.0,0.0,1.0
0606102210012020,0.69295026053201,0.281,2.833268357546009,0.4412811387900356,0.3202846975088968,0.23843416370106763
0606102210022020,0.8204050243527301,0.168141592920354,2.152877748386215,0.8596491228070176,0.08771929824561403,0.05263157894736842
0606102220012020,0.6764352174188241,0.21794871794871795,1.7568294833529017,0.7394957983193278,0.18487394957983194,0.07563025210084033
0606102220022020,0.5624347635005219,0.332,2.1934980832614266,0.4578313253012048,0.10040160642570281,0.44176706827309237
0606102230012020,0.7863378684807257,0.24170616113744076,2.447375176231499,0.7058823529411765,0.21568627450980393,0.0784313725490196
0606102230022020,0.832211209842789,0.14298808432630614,2.152877748386215,0.3333333333333333,0.25,0.4166666666666667
3200500160012020,0.5923401881077632,0.5133531157270029,1.8685354042597335,0.5202312138728323,0.20520231213872833,0.2745664739884393
3200500160022020,0.7429606342263533,0.526579739217653,1.9497760740101566,0.43238095238095237,0.26476190476190475,0.3028571428571429
3200500170012020,0.6876851108589144,0.4741721854304636,2.6504768506075567,0.6564245810055865,0.05865921787709497,0.2849162011173184
3200500170022020,0.0,0.9040178571428571,2.355979422762273,0.02962962962962963,0.18271604938271604,0.7876543209876543
3200500180012020,0.3708966291234118,0.7381974248927039,2.010706576322974,0.2926356589147287,0.1434108527131783,0.563953488372093
3200500180022020,0.4410480160701558,0.4317434210526316,1.6654337298836754,0.47619047619047616,0.030476190476190476,0.49333333333333335
3203100330512020,0.7110795117904964,0.4740024183796856,2.1122574135110033,0.33163265306122447,0.30612244897959184,0.3622448979591837
3203100330612020,0.379455252918288,0.7822299651567944,2.640321766888754,0.3051224944320713,0.1492204899777283,0.5456570155902004
3203100330622020,0.7104289763174328,0.3844311377245509,2.244273501855441,0.48598130841121495,0.30218068535825543,0.2118380062305296
3203100330712020,0.5537376996014373,0.2996688741721854,1.8177599856657192,0.34806629834254144,0.15469613259668508,0.4972375690607735
3203100330722020,0.7849758361249932,0.4951830443159923,2.752027687795586,0.8599221789883269,0.05058365758754864,0.08949416342412451
3203100330812020,0.6775683890577506,0.6704331450094162,2.27473875301185,0.8089887640449438,0.06179775280898876,0.12921348314606743
3203100330822020,0.6282151933567508,0.6038882138517618,2.2138082506990324,0.8511066398390342,0.06639839034205232,0.08249496981891348
3203100330832020,0.7357036485480268,0.27843803056027167,1.634968478727267,0.7378048780487805,0.0,0.2621951219512195
3203100331012020,0.5937913702169835,0.48673740053050396,2.34582433904347,0.6103542234332425,0.19618528610354224,0.19346049046321526
3203100331022020,0.5262810819414915,0.496415770609319,2.6910971854827683,0.5487364620938628,0.2490974729241877,0.20216606498194944
3203100331112020,0.6087967943201377,0.6681481481481482,2.4778404273879073,0.541019955654102,0.14634146341463414,0.31263858093126384
3203100331122020,0.795248201862988,0.5201342281879194,1.9497760740101566,0.5290322580645161,0.3161290322580645,0.15483870967741936
3251000030022020,,,,,,
