ScoreSheetUrl,APN,Status,ParcelNickname,IPESScore,IPESType,BaseAllowableCoveragePercent,IPESTotalAllowableCoverageSqFt,ParcelHasDOAC,HistoricOrImportedIpesScore,CalculationDate,FieldEvaluationDate,RelativeErosionHazardScore,RunoffPotentialScore,AccessScore,UtilityInSEZScore,ConditionOfWatershedScore,AbilityToRevegetateScore,WaterQualityImprovementsScore,ProximityToLakeScore,LimitedIncentivePoints,TotalParcelArea,IPESBuildingSiteArea,SEZLandArea,SEZSetbackArea,InternalNotes,PublicNotes
https://parcels.laketahoeinfo.org/IpesScore/Detail/2623,025-510-072,Active,,667,Official,5%,579,Unknown,Yes,12/19/2016 16:38,,316,22,113,110,40,20,26,20,0,,11577,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2624,025-510-073,Active,,672,Official,5%,,Unknown,Yes,12/19/2016 16:38,,321,22,113,110,40,20,26,20,0,,11600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2625,025-510-074,Active,,676,Official,6%,,Unknown,Yes,12/19/2016 16:38,,303,44,113,110,40,20,26,20,0,,11600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2626,025-510-075,Active,,658,Official,5%,,Unknown,Yes,12/31/1990 0:00,,299,44,99,110,40,20,26,20,0,,,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2627,025-510-077,Active,,659,Official,2%,,Unknown,Yes,12/31/1990 0:00,,238,34,170,110,40,21,26,20,0,,,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2629,025-510-096,Active,,855,Official,28%,8797,Unknown,Yes,12/19/2016 16:38,11/1/2011 10:46,345,167,122,110,40,25,26,20,0,,35380,0,0,"BLA LLAD-2010-0342 (referred to as Parcel C in the LLA, referred to as Parcel B in the IPES analysis).  Old APN 025-510-35. This parcel does have a development right associated with per Theresa Avance.   HB 11/1/11",
https://parcels.laketahoeinfo.org/IpesScore/Detail/2630,025-510-097,Active,,831,Official,26%,6708,Unknown,Yes,12/19/2016 16:38,11/1/2011 10:54,321,167,122,110,40,25,26,20,0,,35380,0,0,"BLA LLAD-2010-0342 (referred to as Parcel B in the LLA, referred to as Parcel A in the IPES analysis).  Old  APN 025-510-35. This parcel does not have a development right associated with per Theresa Avance.   HB 11/1/11",
https://parcels.laketahoeinfo.org/IpesScore/Detail/2612,025-510-35,Inactive,,855,Information Only,28%,,Unknown,Yes,9/15/2009 0:00,,345,167,122,110,40,25,26,20,0,,35380,0,0,Info Only IPES for proposed BLA - Parcel A.  See file for extensive notes (with consultation from Legal Counsel) on how to address these new alternate building sites and the soil data used).,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2613,025-510-35,Inactive,,831,Information Only,26%,,Unknown,Yes,9/15/2009 0:00,,321,167,122,110,40,25,26,20,0,,35380,0,0,"Info Only IPES for proposed BLA - ParcelB.  See file for extensive notes (with consultation from Legal Counsel) on how to address these new alternate building sites and the soil data used).
BLA LLAD-2010-0342 (referred to as Parcel C in the LLA).  New APN 025-510-96.  HB 11/1/11",
https://parcels.laketahoeinfo.org/IpesScore/Detail/2614,025-510-35,Inactive,,641,Information Only,1%,,Unknown,Yes,12/31/1990 0:00,,228,34,158,110,40,25,26,20,0,,63300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2615,025-510-35,Inactive,,666,Official,3%,,Unknown,Yes,3/21/2002 0:00,,265,34,146,110,40,25,26,20,0,,70567,0,0,Used to be a M score;removed from appendix,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2628,025-510-90,Inactive,,661,Official,23%,,Unknown,Yes,12/31/1990 0:00,,413,22,170,110,40,25,26,20,0,,4000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2631,025-520-021,Active,,526,Official,5%,,Unknown,Yes,12/31/1990 0:00,,241,98,50,0,36,21,50,30,0,,14520,16600,13400,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2632,025-520-022,Active,,679,Official,3%,,Unknown,Yes,12/31/1990 0:00,,248,44,160,110,36,25,26,30,0,,14520,2800,4700,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2633,025-541-005,Active,,824,Official,23%,,Unknown,Yes,12/19/2016 16:38,,344,81,170,110,40,25,34,20,0,,10300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2634,025-541-009,Active,,759,Information Only,19%,,Unknown,Yes,,,324,81,125,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/21506,025-541-009,Active,,759,Official,19%,,Unknown,Yes,12/19/2016 16:38,,,,,,,,,,,,,,,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2635,025-541-014,Active,,786,Official,19%,,Unknown,Yes,12/19/2016 16:38,,369,34,154,110,40,25,34,20,0,,14200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2636,025-541-020,Active,,898,Official,28%,,Unknown,Yes,12/19/2016 16:38,,352,167,150,110,40,25,34,20,0,,12400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2637,025-541-021,Active,,769,Official,11%,,Unknown,Yes,12/19/2016 16:38,,326,44,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2638,025-541-024,Active,,814,Official,22%,,Unknown,Yes,12/19/2016 16:38,,393,22,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2639,025-541-027,Active,,753,Official,13%,,Unknown,Yes,12/19/2016 16:38,,334,44,146,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2640,025-542-008,Active,,865,Official,25%,2516,Unknown,Yes,12/19/2016 0:00,,385,81,170,110,40,25,34,20,0,,10062,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2641,025-543-001,Active,,748,Official,10%,,Unknown,Yes,12/19/2016 16:38,,321,44,154,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2642,025-543-005,Active,,767,Official,11%,1105,Unknown,Yes,12/19/2016 16:38,,334,34,170,110,40,25,34,20,0,,10043,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2643,025-543-008,Active,,803,Official,19%,,Unknown,Yes,1/1/1987 0:00,,382,22,170,110,40,25,34,20,0,,10055,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2644,025-543-010,Active,,814,Official,22%,2209,Unknown,Yes,12/19/2016 16:38,,334,81,170,110,40,25,34,20,0,,10043,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2645,025-544-001,Active,,796,Official,18%,1801,Unknown,Yes,12/19/2016 16:38,,353,44,170,110,40,25,34,20,0,,10003,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2646,025-544-002,Active,,766,Official,11%,,Unknown,Yes,12/19/2016 16:38,,323,44,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2647,025-544-005,Active,,796,Official,18%,,Unknown,Yes,12/19/2016 16:38,,363,34,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2648,025-544-006,Active,,965,Official,30%,,Unknown,Yes,12/19/2016 16:38,,378,200,158,110,40,25,34,20,0,,10700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2649,025-544-007,Active,,982,Official,30%,,Unknown,Yes,12/19/2016 16:38,,383,200,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2650,025-544-009,Active,,831,Official,23%,,Unknown,Yes,12/19/2016 16:38,,334,98,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2651,025-544-010,Active,,814,Official,22%,2202,Unknown,Yes,1/1/1987 0:00,,317,98,170,110,40,25,34,20,0,,10010,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2652,025-544-011,Active,,760,Official,9%,,Unknown,Yes,12/19/2016 16:38,,317,44,170,110,40,25,34,20,0,,10800,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2654,025-551-009,Active,,706,Official,3%,,Unknown,Yes,12/19/2016 16:38,,267,34,160,110,40,25,50,20,0,,10100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2653,025-551-01,Inactive,,788,Official,16%,,Unknown,Yes,12/31/1990 0:00,,345,44,170,110,40,25,34,20,0,,,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2655,025-551-015,Active,,577,Official,18%,,Unknown,Yes,12/19/2016 16:38,,299,98,45,0,40,25,50,20,0,,,600,600,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2656,025-551-027,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,12000,12000,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2657,025-551-030,Active,,842,Official,24%,,Unknown,Yes,12/19/2016 16:38,,353,98,170,110,40,17,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/22665,025-552-001,Active,,725,Official,%,,Unknown,Yes,9/25/2014 0:00,,,,,,,,,,,,,,,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2658,025-552-006,Active,,806,Official,20%,,Unknown,Yes,12/19/2016 16:38,,363,44,170,110,40,25,34,20,0,,10100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2659,025-552-009,Active,,769,Official,11%,,Unknown,Yes,12/19/2016 16:38,,326,44,170,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2660,025-552-011,Active,,813,Official,23%,2034,Unknown,Yes,12/19/2016 16:38,,328,98,158,110,40,25,34,20,0,,10017,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2661,025-553-003,Active,,785,Official,18%,,Unknown,Yes,12/19/2016 16:38,,300,98,158,110,40,25,34,20,0,,10000,800,800,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2662,025-553-004,Active,,748,Official,9%,,Unknown,Yes,12/19/2016 16:38,,317,44,158,110,40,25,34,20,0,,10000,800,800,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2663,025-553-006,Active,,707,Official,3%,,Unknown,Yes,12/19/2016 16:38,,260,44,158,110,40,25,50,20,0,,10100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2664,025-553-008,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,10000,10000,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2665,025-553-009,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,10000,10000,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2666,025-554-001,Active,,765,Official,15%,,Unknown,Yes,12/19/2016 16:38,,328,59,149,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2667,025-554-007,Active,,738,Official,7%,,Unknown,Yes,12/19/2016 16:38,,307,44,158,110,40,25,34,20,0,,10200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2668,025-554-009,Active,,728,Official,10%,,Unknown,Yes,12/19/2016 16:38,,320,44,135,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2669,025-554-010,Active,,871,Official,28%,,Unknown,Yes,12/19/2016 16:38,,353,167,122,110,40,25,34,20,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2670,025-580-002,Active,,909,Official,28%,,Unknown,Yes,12/19/2016 16:38,,351,167,170,110,40,25,26,20,0,,15500,0,0,pre-grade by TRPA in 2009.  Parcel deactivated.  HG 11/13/09,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2671,025-580-006,Active,,710,Information Only,4%,,Unknown,Yes,10/1/1991 0:00,,324,0,170,110,40,20,26,20,0,,135472,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2672,025-580-006,Active,,757,Official,13%,4351,Unknown,Yes,12/19/2016 16:38,,378,0,158,110,40,25,26,20,0,,33470,0,0,Score of 757 with 13% coverage is alt. bldg. score with an upsloping access point. Score of 710 with 4% coverage is appealed score for downsloping access point. This is funny because Tom Sinclair's DOAC work from 1994 shows the DOAC done for the 757 score with a downsloping access. Making score of 757 with 13% coverage the official score based on Tom Sinclair's DOAC showing the access off Needle Peak Rd. and NOT Ski Run Blvd.  Even though it appears wrong. - jh 8/5/2004 What a mess…,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2673,025-580-014,Active,,752,Official,9%,,Unknown,Yes,12/19/2016 16:38,,317,44,170,110,40,25,26,20,0,,,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2674,025-591-006,Active,,873,Official,27%,,Unknown,Yes,12/19/2016 16:38,,307,200,127,110,36,25,38,30,0,,11700,0,0,WQ points awarded. 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2675,025-591-006,Active,,847,Information Only,27%,,Unknown,Yes,,,307,200,127,110,36,25,12,30,0,,11700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2676,025-591-007,Active,,918,Information Only,29%,,Unknown,Yes,12/31/1990 0:00,,380,167,158,110,36,25,12,30,0,,12000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2677,025-591-007,Active,,956,Official,29%,,Unknown,Yes,12/19/2016 0:00,,380,167,158,110,36,25,50,30,0,,12000,0,0,WQ points awarded. Maximum of 50 points achieved 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2678,025-591-007,Active,,944,Information Only,29%,,Unknown,Yes,1/28/2013 0:00,,380,167,158,110,36,25,38,30,0,,12000,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2679,025-591-008,Active,,718,Information Only,7%,,Unknown,Yes,12/31/1990 0:00,,330,22,133,110,36,25,32,30,0,,12300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2680,025-591-008,Active,,741,Official,7%,,Unknown,Yes,12/19/2016 16:38,,330,22,138,110,36,25,50,30,0,,12300,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2681,025-591-008,Active,,718,Information Only,7%,,Unknown,Yes,12/31/1990 0:00,,330,22,133,110,36,25,32,30,0,,12300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2682,025-592-001,Active,,590,Official,4%,,Unknown,Yes,12/19/2016 16:38,,223,98,60,110,36,21,12,30,0,,17000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2683,025-592-002,Active,,685,Official,8%,,Unknown,Yes,12/19/2016 16:38,,257,98,91,110,36,25,38,30,0,,12700,0,0,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2684,025-592-002,Active,,659,Information Only,8%,,Unknown,Yes,,,257,98,91,110,36,25,12,30,0,,12700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2685,025-592-003,Active,,759,Official,10%,,Unknown,Yes,12/19/2016 16:38,,328,34,158,110,36,25,38,30,0,,14400,0,0,"WQ points awarded 4/22/16 
Base allowable coverage should remain at 0%",
https://parcels.laketahoeinfo.org/IpesScore/Detail/2686,025-592-003,Active,,733,Information Only,0%,,Unknown,Yes,,,328,34,158,110,36,25,12,30,0,,14400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2687,025-592-007,Active,,774,Official,8%,,Unknown,Yes,12/19/2016 16:38,,331,22,170,110,36,25,50,30,0,,12700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2688,025-592-012,Active,,936,Official,29%,,Unknown,Yes,12/19/2016 0:00,,336,200,149,110,36,25,50,30,0,,13400,0,0,WQ points awarded. Maximum of 50 points achieved. 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2689,025-592-012,Active,,898,Information Only,29%,,Unknown,Yes,12/31/1990 0:00,,336,200,149,110,36,25,12,30,0,,13400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2690,025-592-012,Active,,924,Information Only,29%,,Unknown,Yes,1/28/2013 0:00,,336,200,149,110,36,25,38,30,0,,13400,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2691,025-593-001,Active,,532,Official,0%,,Unknown,Yes,12/19/2016 16:38,,173,44,106,110,36,21,12,30,0,,30000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2692,025-594-004,Active,,497,Information Only,1%,,Unknown,Yes,12/31/1990 0:00,,172,34,78,110,36,25,12,30,0,,13900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2693,025-594-004,Active,,542,Official,1%,,Unknown,Yes,12/19/2016 16:38,,172,34,85,110,36,25,50,30,0,,13900,0,0,WQ points awarded. Maximum of 50 points achieved 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2694,025-594-004,Active,,530,Information Only,1%,,Unknown,Yes,1/28/2013 0:00,,172,34,85,110,36,25,38,30,0,,13900,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2695,025-595-005,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 0:00,,0,0,0,0,0,0,50,0,0,,12803,12500,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2696,025-595-007,Active,,837,Information Only,24%,,Unknown,Yes,,,254,200,170,110,36,25,12,30,0,,13800,100,500,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2697,025-595-007,Active,,863,Official,24%,,Unknown,Yes,12/19/2016 16:38,,254,200,170,110,36,25,38,30,0,,0,100,500,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2698,025-595-010,Active,,751,Information Only,12%,,Unknown,Yes,12/31/1990 0:00,,274,98,170,110,36,21,12,30,0,,15500,2400,1600,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2699,025-595-010,Active,,777,Information Only,12%,,Unknown,Yes,1/28/2013 0:00,,274,98,170,110,36,21,38,30,0,,15500,2400,1600,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2700,025-595-010,Active,,789,Official,12%,,Unknown,Yes,12/19/2016 0:00,,274,98,170,110,36,21,50,30,0,,,2400,1600,WQ points awarded. Maximum of 50 points achieved 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2701,025-601-003,Active,,719,Official,26%,,Unknown,Yes,12/19/2016 16:38,,279,200,99,0,36,25,50,30,0,,22800,10700,2100,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2702,025-602-007,Active,,667,Official,2%,,Unknown,Yes,12/19/2016 16:38,,226,44,146,110,36,25,50,30,0,,20000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2703,025-602-010,Active,,544,Official,1%,,Unknown,Yes,12/19/2016 16:38,,160,34,99,110,36,25,50,30,0,,11300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2704,025-602-011,Active,,580,Official,1%,,Unknown,Yes,12/19/2016 16:38,,173,34,122,110,36,25,50,30,0,,10900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2705,025-603-001,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,50,0,0,,15000,15000,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2706,025-603-003,Active,,481,Information Only,0%,,Unknown,Yes,,,196,22,50,110,36,25,12,30,0,,14500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2707,025-603-003,Active,,507,Official,1%,,Unknown,Yes,12/19/2016 16:38,,196,22,50,110,36,25,38,30,0,,14500,0,0,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2708,025-603-007,Active,,571,Official,1%,,Unknown,Yes,12/19/2016 16:38,,170,98,52,110,36,25,50,30,0,,15000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2709,025-603-011,Active,,727,Official,4%,,Unknown,Yes,12/19/2016 16:38,,274,44,158,110,36,25,50,30,0,,12400,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2710,025-612-003,Active,,792,Information Only,23%,,Unknown,Yes,12/31/1990 0:00,,262,167,106,110,36,21,50,40,0,,16900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2711,025-612-003,Active,,813,Official,23%,,Unknown,Yes,12/19/2016 0:00,,262,167,127,110,36,21,50,40,0,,16900,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2712,025-612-004,Active,,840,Information Only,0%,,Unknown,Yes,,,283,200,134,110,36,25,12,40,0,,19500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2713,025-612-004,Active,,867,Official,26%,,Unknown,Yes,4/22/2016 0:00,,284,200,134,110,36,25,38,40,0,,14520,0,0,"WQ points awarded 4/22/16
Base coverage to remain at 0",
https://parcels.laketahoeinfo.org/IpesScore/Detail/2714,025-612-005,Active,,728,Official,13%,,Unknown,Yes,12/19/2016 16:38,,210,167,90,110,36,25,50,40,0,,25000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2715,025-612-010,Active,,786,Official,23%,,Unknown,Yes,12/19/2016 16:38,,267,167,95,110,36,21,50,40,0,,18500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2716,025-613-006,Active,,611,Official,2%,,Unknown,Yes,12/19/2016 16:38,,236,34,80,110,36,25,50,40,0,,13500,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2717,025-621-001,Active,,685,Official,1%,,Unknown,Yes,12/19/2016 16:38,,156,98,170,110,36,25,50,40,0,,33600,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2718,025-621-002,Active,,722,Official,3%,,Unknown,Yes,9/26/2002 0:00,,197,98,170,110,36,21,50,40,0,,,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2719,025-621-002,Active,,668,Information Only,3%,,Unknown,Yes,12/31/1990 0:00,,197,98,116,110,36,21,50,40,0,,38300,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2720,025-622-002,Active,,583,Official,2%,,Unknown,Yes,,,242,34,50,110,36,21,50,40,0,,14520,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2721,025-632-003,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2722,025-632-003,Active,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2723,025-632-009,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2724,025-632-009,Active,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2725,025-632-010,Active,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2726,025-632-010,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,5600,5600,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2727,025-633-007,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,9300,9300,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2728,025-633-012,Active,,0,Official,0%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,6700,6700,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2729,025-633-015,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 0:00,,0,0,0,0,0,0,0,0,0,,6700,6700,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2730,025-633-018,Active,,0,Official,1%,,Unknown,Yes,12/19/2016 16:38,,0,0,0,0,0,0,0,0,0,,6300,6300,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2731,025-633-018,Active,,0,Information Only,0%,,Unknown,Yes,12/31/1990 0:00,,0,0,0,0,0,0,0,0,0,,6300,6300,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2732,025-641-001,Active,,681,Information Only,0%,,Unknown,Yes,,,288,22,158,110,36,25,12,30,0,,18300,1000,8500,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2733,025-641-001,Active,,707,Official,3%,,Unknown,Yes,12/19/2016 0:00,,288,22,158,110,36,25,38,30,0,,,1000,8500,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2734,025-641-004,Active,,580,Information Only,3%,,Unknown,Yes,12/31/1990 0:00,,252,44,71,110,36,25,12,30,0,,11100,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2735,025-641-004,Active,,618,Official,3%,,Unknown,Yes,12/19/2016 16:38,,252,44,71,110,36,25,50,30,0,,,0,0,WQ points awarded. Maximum of 50 points achieved 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2736,025-641-004,Active,,606,Information Only,3%,,Unknown,Yes,1/28/2013 0:00,,252,44,71,110,36,25,38,30,0,,11100,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2737,025-641-005,Active,,670,Information Only,14%,,Unknown,Yes,12/31/1990 0:00,,336,44,77,110,36,25,12,30,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2738,025-641-005,Active,,696,Official,14%,,Unknown,Yes,12/19/2016 16:38,,336,44,77,110,36,25,38,30,0,,10000,0,0,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2739,025-642-006,Active,,638,Information Only,3%,,Unknown,Yes,,,268,34,123,110,36,25,12,30,0,,10000,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2740,025-642-006,Active,,664,Official,3%,,Unknown,Yes,4/22/2016 0:00,,268,34,123,110,36,25,38,30,0,,10000,0,0,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2741,025-642-007,Active,,878,Information Only,27%,,Unknown,Yes,,,340,167,158,110,36,25,12,30,0,,12700,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2742,025-642-007,Active,,904,Official,27%,,Unknown,Yes,4/22/2016 0:00,,340,167,158,110,36,25,38,30,0,,,0,0,WQ points awarded 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2743,025-643-002,Active,,923,Information Only,29%,,Unknown,Yes,12/31/1990 0:00,,340,200,170,110,36,25,12,30,0,,10200,0,0,,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2744,025-643-002,Active,,962,Official,29%,,Unknown,Yes,12/19/2016 16:38,,341,200,170,110,36,25,50,30,0,,10200,0,0,WQ points awarded. Maximum of 50 points achieved 4/22/16,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2745,025-643-002,Active,,950,Information Only,29%,,Unknown,Yes,1/28/2013 0:00,,341,200,170,110,36,25,38,30,0,,10200,0,0,WQ points 1/28/13,
https://parcels.laketahoeinfo.org/IpesScore/Detail/2746,025-643-005,Active,,756,Information Only,12%,,Unknown,Yes,,,329,44,170,110,36,25,12,30,0,,10200,0,900,,
