TAZ,Residential_Units,OccupiedUnits,SeasonalUnits,People,People_raw,LowUnits,MediumUnits,HighUnits
350,0,0,0.0,0,0.0,0,0,0
351,0,0,0.0,0,0.0,0,0,0
352,0,0,0.0,0,0.0,0,0,0
353,0,0,0.0,0,0.0,0,0,0
354,3,1,0.7998728915455702,4,3.946505376344086,0,0,1
358,10,5,3.574884804446723,14,13.34012772701846,1,1,4
359,3,1,0.79987289154557,4,3.9465053763440863,0,0,1
360,142,70,56.29309880456625,195,190.55633911368017,6,4,60
361,409,203,162.13998176808167,561,548.8559344894027,18,10,174
362,167,50,65.02366382046155,92,89.58001655629138,25,8,17
363,0,0,0.0,0,0.0,0,0,0
364,359,108,139.78140905117183,197,192.57021523178807,53,17,37
365,27,8,10.512807923068634,15,14.48299668874172,4,1,3
366,1,0,0.26662429718185665,0,1.3155017921146954,0,0,0
367,613,304,163.44069417247812,824,806.4025985663083,62,76,167
368,3,1,0.7998728915455702,4,3.946505376344086,0,0,1
369,421,205,128.25554609526512,484,473.3569893899204,40,40,125
370,416,212,127.94455998052094,490,479.42390982091695,43,45,125
371,53,28,20.290181295214854,54,52.92885906040268,4,9,15
372,186,97,71.20705133792383,190,185.7503355704698,15,31,51
373,463,241,177.2519611261222,473,462.37852348993283,37,76,127
374,624,417,126.0669344042838,1040,1017.2956444444444,130,61,226
375,76,29,33.31943776229988,66,64.56905389221556,6,9,14
376,642,247,281.46156636048056,557,545.4385868263473,52,75,120
377,156,86,45.266851521020875,214,209.50981021928268,35,18,33
378,284,222,23.468051356444636,590,577.598606271777,121,33,68
379,139,109,11.48612372727396,289,282.6979094076655,59,16,33
380,6,3,2.2518885800122166,6,5.915550181378476,1,1,1
381,200,95,75.06295266707389,202,197.18500604594922,34,29,31
382,246,117,92.32743178050089,248,242.53755743651755,42,36,39
383,323,153,121.22666855732433,325,318.45378476420797,55,47,51
384,0,0,0.0,0,0.0,0,0,0
385,0,0,0.0,0,0.0,0,0,0
386,182,110,45.30500738805457,245,239.59868772782505,9,7,94
387,518,314,128.61548584099603,699,684.3435478120789,26,21,267
388,15,4,7.988558002558759,7,6.724278438030561,1,0,3
389,91,38,36.7655682526404,84,82.01728554273173,16,3,20
390,1,0,0.37531476333536945,0,0.9859250302297461,0,0,0
391,665,425,162.86528399571364,964,943.1966486003181,54,26,345
392,0,0,0.0,0,0.0,0,0,0
393,104,29,55.387335484407394,48,46.62166383701189,8,0,21
394,262,73,139.53347977802633,120,117.4507300509338,19,0,54
395,38,11,20.237680273148854,17,17.03483870967742,3,0,8
396,86,24,45.80106588133688,39,38.552529711375215,6,0,18
397,22,6,11.71655173708618,10,9.862275042444823,2,0,5
